ISIN,coupon,issue date,maturity date,2022/1/10,2022/1/11,2022/1/12,2022/1/13,2022/1/14,2022/1/17,2022/1/18,2022/1/19,2022/1/20,2022/1/21
CA135087K601,0.0015,11/4/2019,2022/2/1,99.60349315,99.59369863,99.59390411,100.0841096,100.0743151,100.0749315,100.065137,100.0653425,100.0555479,100.0557534
